IN,OUT,No,R2,MSE,MAE
15,7,6,0.8097596148969616,0.05799488861095074,0.15635854780024772
15,7,7,0.7505870010229869,0.07596578385400231,0.17947049069148682
16,1,1,0.9969238923049595,0.0009372856655530005,0.019556942954845058
16,2,1,0.9969270967309076,0.0009371501633820091,0.019549242753068276
16,2,2,0.9827945089828158,0.005242488787114817,0.04731351288632339
16,3,1,0.9969303017304074,0.0009370034358501778,0.019540439730553867
16,3,2,0.982815933057071,0.00524066322071039,0.047284128281976166
16,3,3,0.9554207017582951,0.01358324914622715,0.07584343262279238
16,4,1,0.9969329977633745,0.0009370055477109234,0.019541230121383337
16,4,2,0.9828324667023849,0.005240266720765513,0.04726954915785578
16,4,3,0.9554704198100414,0.013580285383560896,0.07580302518899636
16,4,4,0.9170475398228881,0.0252754973344126,0.10311814536737869
16,5,1,0.9969335977878798,0.0009373088338414276,0.019540869952443977
16,5,2,0.982834146415884,0.005242348603296105,0.04727369981630063
16,5,3,0.9554778084944128,0.013584649322836442,0.07580225461945278
16,5,4,0.9170719246606155,0.02528067050233974,0.10310424956653953
16,5,5,0.8671622129995051,0.040459505544270497,0.13086373642814444
16,6,1,0.9969383634244076,0.0009367022992611868,0.019524679417565114
16,6,2,0.9828551537627039,0.005240674484760248,0.04724718790865522
16,6,3,0.9555253449182806,0.013582292590766877,0.0757700420195344
16,6,4,0.9171513264378088,0.0252788584556373,0.10307575854853859
16,6,5,0.8672816014546065,0.04045927859163551,0.13085435012188587
16,6,6,0.8095082183325415,0.05801966044860254,0.15639599518540315
16,7,1,0.9969419320961819,0.0009364552503772306,0.019513606710687123
16,7,2,0.9828854499790878,0.005236166331174381,0.047205369280907045
16,7,3,0.9555866504220798,0.013575852748648094,0.07571122021881779
16,7,4,0.9172182618332558,0.025281045730135975,0.10302921164800241
16,7,5,0.8674244505644344,0.04045156554430867,0.1307883860429614
16,7,6,0.8096899850485917,0.05801611530946703,0.15635197207312046
16,7,7,0.7502626173445809,0.07606458407893298,0.1797092677631123
16,8,1,0.9969467207120077,0.0009358163871687145,0.019495351350512464
16,8,2,0.9829072461951374,0.005234219627361526,0.047173995940603855
16,8,3,0.9556319150265632,0.013574337182848747,0.07568874980659324
16,8,4,0.9172835117698697,0.02528399399661125,0.10302417528940147
16,8,5,0.8675298836796007,0.04045557803856106,0.13078660222006377
16,8,6,0.8097627728603259,0.05804534618465358,0.1563663169378209
16,8,7,0.7505617577270588,0.07604138873087006,0.17965488829689477
16,8,8,0.6904940500463733,0.09426879189192465,0.20129075956467704
17,1,1,0.9969187671384153,0.0009388472965528357,0.01958974687693312
17,2,1,0.9969211755312956,0.0009389559648335617,0.019587539795995215
17,2,2,0.9828432399310609,0.005227640536082336,0.04732307828063909
17,3,1,0.9969243943535478,0.000938806620374566,0.0195787693067951
17,3,2,0.9828641657469437,0.0052259535897079485,0.04729382461539013
