时间,汕尾风速,风速1,风速2,风速3,风速4,汕尾风向,风向1,风向2,风向3,风向4,汕尾波高,波高1,波高2,波高3,波高4,波浪方向,方向1,方向2,方向3,方向4,波浪周期,周期1,周期2,周期3,周期4
1995/7/1 0:00,2.622421847,2.622421847,2.622421847,2.622421847,2.622421847,149.9430139,155.695803,145.3461166,155.5474795,145.1318715,0.668660057,0.660932689,0.552879103,0.731470071,0.657993632,165.2991883,166.7759148,167.2593387,164.9246211,164.5071187,4.92874129,4.804422666,4.754421968,4.754421968,4.754421968
1995/7/1 3:00,3.612872239,3.612872239,3.612872239,3.612872239,3.612872239,156.094503,155.6903096,144.8242376,162.3483881,154.8388226,0.691569451,0.668539662,0.562214933,0.754463874,0.689977493,166.1393682,168.0449025,167.8910858,166.1057135,165.0070229,4.933453452,4.877347872,4.792870158,4.792870158,4.792870158
1995/7/1 6:00,4.096406567,4.096406567,4.096406567,4.096406567,4.096406567,151.3024688,149.1036461,141.6270414,155.7891919,151.5042899,0.725663942,0.684963807,0.581232364,0.788176593,0.7347549,167.1391668,168.7700383,167.9405269,167.5120375,166.0727528,4.918561763,4.896301205,4.749187238,4.749187238,4.749187238
1995/7/1 9:00,4.186192438,4.186192438,4.186192438,4.186192438,4.186192438,159.0205799,165.2654175,155.2673128,164.3919567,153.9708553,0.756744943,0.712279754,0.594544566,0.827594541,0.766047218,168.4871123,170.3686331,168.6217151,169.3688247,167.1494696,4.969637385,4.922655363,4.797743872,4.797743872,4.797743872
1995/7/1 12:00,3.285060282,3.285060282,3.285060282,3.285060282,3.285060282,168.0576229,164.4743587,155.7727115,173.3188359,168.9130777,0.808506376,0.752907902,0.610795825,0.894155551,0.820851998,171.0403248,172.7637787,170.088467,172.4726257,169.6599777,5.015794765,4.976085712,4.887275808,4.887275808,4.887275808
1995/7/1 15:00,3.289268995,3.289268995,3.289268995,3.289268995,3.289268995,161.5774432,160.1894567,151.9822213,166.4684862,161.1727868,0.850930314,0.782990021,0.631369228,0.942909329,0.869087119,173.7169279,174.3513866,171.6101535,175.2578064,172.961543,5.167275233,5.110383616,5.001717839,5.001717839,5.001717839
1995/7/1 18:00,3.091927132,3.091927132,3.091927132,3.091927132,3.091927132,178.8557781,184.2288557,177.2741301,182.5094014,174.7581235,0.908911301,0.824309712,0.656091889,1.011544967,0.934437928,175.9824182,176.2850821,173.192268,177.7573276,175.362182,5.297748098,5.238363741,5.136557266,5.136557266,5.136557266
1995/7/1 21:00,3.428624149,3.428624149,3.428624149,3.428624149,3.428624149,195.6000909,201.6101761,197.0231336,197.8471532,191.4637479,0.973122055,0.87185329,0.687902865,1.086058721,1.006012624,178.6652981,178.9054592,175.0435617,180.8776089,177.9825591,5.430895056,5.363275232,5.262190789,5.262190789,5.262190789
1995/7/2 0:00,2.455476243,2.455476243,2.455476243,2.455476243,2.455476243,193.9813774,201.5717219,199.9346696,194.4137381,189.3487642,1.029434928,0.912654325,0.719368069,1.148643358,1.070153233,181.0079108,180.987478,176.8838685,183.388117,180.4326392,5.601083189,5.525371358,5.416705581,5.416705581,5.416705581
1995/7/2 3:00,3.469776007,3.469776007,3.469776007,3.469776007,3.469776007,177.5111352,169.8799274,156.6956135,185.333042,180.35047,1.075888259,0.942909329,0.750833273,1.195495393,1.126168212,182.2333451,181.9488323,178.2242711,184.4044058,181.8719239,5.772742681,5.694868309,5.557140754,5.557140754,5.557140754
