时间,汕尾风速,风速1,风速2,风速3,风速4,汕尾风向,风向1,风向2,风向3,风向4,汕尾波高,波高1,波高2,波高3,波高4,波浪方向,方向1,方向2,方向3,方向4,波浪周期,周期1,周期2,周期3,周期4
1994/10/1 0:00,4.383172812,4.383172812,4.383172812,4.383172812,4.383172812,50.53102549,52.73732391,45.68920901,54.62707568,48.48538242,0.734589745,0.765114775,0.509681712,0.895727146,0.704202277,82.49715281,84.37404513,89.18082063,78.80367901,80.92964714,4.648544211,4.676411406,4.387160039,4.832971763,4.619839176
1994/10/1 3:00,5.495172399,5.495172399,5.495172399,5.495172399,5.495172399,60.64809494,63.55944888,61.40601082,61.31262192,58.0549975,0.764201286,0.7898792,0.534845564,0.926482964,0.737953792,82.09644516,84.01697038,88.69739635,78.479565,80.48467707,4.544688412,4.569093322,4.27082047,4.735990798,4.518911311
1994/10/1 6:00,5.309038957,5.309038957,5.309038957,5.309038957,5.309038957,69.63186601,73.24992018,74.27170457,68.00366163,66.46549158,0.789952034,0.819636453,0.557812571,0.955641078,0.760121947,83.06840864,84.71463951,89.33463745,79.56177617,81.69873122,4.530865286,4.535638648,4.228720206,4.732983636,4.522294368
1994/10/1 9:00,4.526835329,4.526835329,4.526835329,4.526835329,4.526835329,76.16744442,79.6607932,82.17679992,73.58502151,73.12906396,0.793530144,0.823630715,0.556414579,0.96283075,0.763117644,85.67196928,87.44488799,92.61972516,81.75915926,84.20374794,4.610477848,4.626793238,4.350322308,4.789367918,4.592210878
1994/10/1 12:00,4.124654143,4.124654143,4.124654143,4.124654143,4.124654143,76.40790703,78.70493039,80.95175735,74.31565229,74.42002811,0.790861771,0.82462928,0.551022325,0.963230176,0.757325964,88.50696756,90.27401872,96.16300539,84.11585262,87.06034595,4.697485379,4.723774203,4.488839694,4.846316043,4.670960926
1994/10/1 15:00,4.162693319,4.162693319,4.162693319,4.162693319,4.162693319,74.87271571,77.02942373,79.5069762,72.66211949,73.01370121,0.794523217,0.83621264,0.554417448,0.970419848,0.753731128,90.47893357,92.16926163,98.90424079,85.54415162,89.11489914,4.742221691,4.772640581,4.559132099,4.87563587,4.712497347
1994/10/1 18:00,3.956986321,3.956986321,3.956986321,3.956986321,3.956986321,76.59570735,79.68826052,82.34160385,74.02449867,73.91462938,0.791364485,0.837810345,0.558211997,0.964428455,0.746541456,92.25825216,93.96012884,101.2059996,86.97245063,90.9002729,4.785791309,4.826205649,4.620215072,4.911721811,4.747267654
1994/10/1 21:00,3.579179752,3.579179752,3.579179752,3.579179752,3.579179752,72.43894839,77.10633223,76.7712309,71.43707691,68.32777603,0.772995454,0.819836166,0.556814005,0.935070628,0.727968137,94.14205772,95.8498783,103.2111116,88.77979822,92.77903543,4.854762936,4.902888273,4.706483023,4.97224094,4.80966626
1994/10/2 0:00,3.800767183,3.800767183,3.800767183,3.800767183,3.800767183,60.78312244,65.87769088,62.97164819,61.3620631,56.26962155,0.74316947,0.782290102,0.554816874,0.883544647,0.705600269,95.80171183,97.42650066,104.6229303,90.57615889,94.50398116,4.913256505,4.957393079,4.72640547,5.05474994,4.871125128
1994/10/2 3:00,4.84924504,4.84924504,4.84924504,4.84924504,4.84924504,68.21263639,73.90913592,76.56797271,64.95478886,63.24082795,0.738181093,0.76611334,0.556214866,0.869964155,0.710593097,95.02943614,97.32761842,104.4965807,89.63677762,93.1470971,4.853884494,4.91961561,4.685432891,4.991787491,4.792750975
