IN,OUT,No,R2,MSE,MAE
25,6,4,0.913372391,0.026410908,0.105209646
25,6,5,0.861606603,0.042154723,0.133114539
25,6,6,0.802569148,0.060080666,0.158985351
25,7,1,0.996973913,0.000926025,0.019311867
25,7,2,0.982757778,0.005271313,0.047390866
25,7,3,0.95423934,0.013976701,0.076729491
25,7,4,0.913457628,0.026408413,0.105170182
25,7,5,0.86176832,0.042143888,0.133068066
25,7,6,0.802799188,0.060067502,0.158952008
25,7,7,0.73931347,0.079330156,0.182906086
25,8,1,0.996979669,0.000925122,0.01929879
25,8,2,0.98277321,0.005271639,0.047379675
25,8,3,0.954295588,0.013972807,0.076714342
25,8,4,0.913544919,0.026406019,0.105183009
25,8,5,0.861879836,0.042147382,0.133091769
25,8,6,0.802967221,0.060071087,0.159003359
25,8,7,0.739529858,0.079339383,0.182900334
25,8,8,0.674351496,0.099098893,0.205538516
26,1,1,0.996989896,0.000916423,0.019280744
26,2,1,0.996992793,0.000916387,0.019280334
26,2,2,0.982726467,0.005258907,0.047358679
26,3,1,0.996996836,0.000915962,0.019259479
26,3,2,0.982742268,0.005258952,0.04734342
26,3,3,0.95413221,0.013964396,0.076770097
26,4,1,0.996998358,0.000916317,0.019264481
26,4,2,0.982757085,0.005259074,0.047330924
26,4,3,0.954178305,0.013963254,0.076751139
26,4,4,0.913686898,0.026277926,0.10500152
26,5,1,0.996998785,0.000916663,0.019265382
26,5,2,0.982757914,0.005261424,0.047338568
26,5,3,0.954181724,0.013969014,0.076759304
26,5,4,0.913705286,0.026285429,0.104995911
26,5,5,0.861742688,0.042073421,0.133205182
26,6,1,0.997002428,0.000916421,0.019247471
26,6,2,0.982775801,0.005260796,0.04732528
26,6,3,0.954231464,0.013966273,0.076734581
26,6,4,0.913794872,0.026282103,0.104998533
26,6,5,0.86182911,0.042086947,0.133237157
26,6,6,0.802787754,0.060014141,0.159234348
26,7,1,0.997007508,0.000915744,0.019237732
26,7,2,0.982804505,0.005257027,0.047291092
26,7,3,0.95428238,0.013963556,0.076697589
26,7,4,0.913912302,0.02626967,0.104940328
26,7,5,0.862007396,0.042070999,0.133181486
26,7,6,0.802978927,0.060012753,0.159234947
26,7,7,0.739786535,0.079186196,0.182973613
26,8,1,0.997011317,0.000915428,0.019232004
26,8,2,0.982823964,0.005256107,0.047273853
26,8,3,0.954335519,0.0139606,0.076703655
26,8,4,0.913979804,0.026273192,0.104964804
26,8,5,0.862138137,0.042068561,0.133212934
26,8,6,0.803138934,0.060018736,0.159271476
26,8,7,0.740062304,0.0791772,0.182989494
26,8,8,0.674389942,0.099087193,0.206020543
27,1,1,0.99698751,0.000917149,0.019283312
27,2,1,0.996995163,0.000915665,0.019257435
27,2,2,0.982709609,0.00526404,0.047377131
27,3,1,0.996994049,0.000916812,0.019263516
27,3,2,0.982725393,0.005264094,0.047358931
27,3,3,0.954149404,0.013959162,0.076773609
27,4,1,0.996994027,0.000917273,0.019268472
27,4,2,0.982724175,0.00526703,0.047379333
27,4,3,0.954151804,0.013965392,0.076785789
27,4,4,0.913629751,0.026283542,0.10506238
27,5,1,0.99699812,0.000916866,0.019261735
27,5,2,0.982746701,0.005264846,0.047355306
27,5,3,0.954213856,0.013959218,0.076762162
27,5,4,0.913705453,0.026285378,0.105025981
