时间,汕尾风速,风速1,风速2,风速3,风速4,汕尾风向,风向1,风向2,风向3,风向4,汕尾波高,波高1,波高2,波高3,波高4,波浪方向,方向1,方向2,方向3,方向4,波浪周期,周期1,周期2,周期3,周期4,横向风速,纵向风速,前一小时潮水位,该时刻潮水位,后一小时潮水位
1993/1/1 0:00,3.784250792,3.784250792,3.784250792,3.784250792,3.784250792,42.03839076,42.02504087,36.21845427,45.89243629999999,41.96461282,1.14803469,1.035999788,0.7499860359999999,1.367195126,1.242281328,58.75049778,60.78513336,63.73512121,56.25302912,57.01112656,5.765193562,5.574435744,5.260206278,6.023516722999999,5.928466397999999,2.5340417906019748,2.810549102975318,710,1000,1130
1993/1/1 3:00,4.254678702,4.254678702,4.254678702,4.254678702,4.254678702,43.29547516,45.55184182,45.919903600000005,42.45902417,41.31638461,1.0444091,0.9640363559999999,0.715026528,1.230628159,1.111438726,60.55614265,62.81771344,66.29507342,57.65386134,58.62071024,5.791101959,5.58552192,5.241123517,6.0736771229999995,5.966631921,2.9176921943420377,3.0966696815010715,1190,1160,1230
1993/1/1 6:00,3.09232095,3.09232095,3.09232095,3.09232095,3.09232095,53.56298004,58.61528831,64.004372,48.64465947,49.21597925,0.9540290029999999,0.898410613,0.669436059,1.120434155,0.9996091890000001,62.74389402,65.22384878,69.27802202,59.40078152,60.62582303,5.813175212999999,5.604241200000001,5.247484437,6.104573022,5.991712121,2.4878037751656734,1.836649458682937,1410,1540,1580
1993/1/1 9:00,2.5172597469999998,2.5172597469999998,2.5172597469999998,2.5172597469999998,2.5172597469999998,52.35526138,57.52208989,60.417143,49.07314931,47.85909477,0.8753602420000001,0.836873702,0.6185301089999999,1.030275424,0.9059749509999999,65.23740507,67.83324213,72.28294447,61.59816539,63.02646491,5.846617028,5.652038973,5.300007465,6.131288887999999,6.012430547,1.9931989377477926,1.5374506913808896,1640,1640,1500
1993/1/1 12:00,2.490679515,2.490679515,2.490679515,2.490679515,2.490679515,34.60854971,41.33286499,40.94282937,33.10366278,28.68692141,0.8136025640000001,0.788625492,0.574166289,0.962196382,0.8325804290000001,67.60627398,70.26135131,75.1944781,63.62525201,65.35569181,5.836727729,5.65730945,5.319817189,6.107662612,5.989531234,1.4146226951880625,2.0499578231513684,1370,1300,1330
1993/1/1 15:00,2.6294873919999997,2.6294873919999997,2.6294873919999997,2.6294873919999997,2.6294873919999997,33.99056942,41.01424434,40.48687224,32.49938225,27.80247445,0.76474581,0.7503949190000001,0.5355268329999999,0.9108815490000001,0.774314582,69.75634259,72.39830712,77.99614254,65.33371797,67.53110185,5.80016645,5.633137952,5.327268553,6.046961258,5.942460422999999,1.4700318623156454,2.180185833470109,1350,1260,1180
1993/1/1 18:00,2.7438245789999995,2.7438245789999995,2.7438245789999995,2.7438245789999995,2.7438245789999995,30.32606532,35.28456617,31.39519691,31.60394836,25.90723095,0.7234054759999999,0.717684269,0.5019984160000001,0.86794882,0.725248607,71.85609598,74.45286104,80.69343124,67.02021009,69.67904458,5.7679993529999996,5.6046046810000005,5.330176402,5.992984305,5.907566231000001,1.3854128732966196,2.3683759183939803,1200,1250,1190
1993/1/1 21:00,3.244629897,3.244629897,3.244629897,3.244629897,3.244629897,25.75096772,29.64278335,26.23683851,26.98394899,22.28154773,0.702010163,0.697853437,0.47869207700000005,0.8485268709999999,0.7023511509999999,72.71661255,75.83721288,82.97871047,67.14106621,70.09654752,5.617996355,5.504829101,5.260569759,5.809789798,5.7138307710000005,1.409663430175456,2.9224086268234624,1140,1100,1030
1993/1/2 0:00,3.77117163,3.77117163,3.77117163,3.77117163,3.77117163,36.55446512,39.70130754,38.66853717,36.41072535,33.77386483,0.714191415,0.7129821129999999,0.46438116799999996,0.8791931059999999,0.7117554629999999,70.94490306,75.28786691,83.98401359,63.98232689,67.30587,5.3578488669999995,5.257298428,5.087552725,5.4968325160000004,5.4437642660000005,2.246059518181542,3.029348461914369,870,850,930
1993/1/2 3:00,4.45002231,4.45002231,4.45002231,4.45002231,4.45002231,47.08517042,52.6878456,54.22601424,44.60147334,42.17336428,0.721661122,0.717479827,0.46438116799999996,0.8906418340000001,0.7215686579999999,70.05523801,74.99671355,83.47861529999999,63.081399499999996,65.88306394,5.178216968,5.074103922,4.858014369,5.349077422,5.266385458,3.259048094806079,3.0300666783486134,1070,1180,1250
1993/1/2 6:00,3.896478437,3.896478437,3.896478437,3.896478437,3.896478437,59.24138732,66.64123252,72.6126229,53.36354111,52.79771479,0.710831118,0.695400138,0.458656804,0.87183321,0.7209553340000001,70.29148989,75.77678483,83.70934061,63.55933050000001,65.61388442,5.1088321930000005,5.039027989,4.768779744,5.306368386,5.166246397,3.3483590400628698,1.9927458314685336,1280,1360,1450
1993/1/2 9:00,3.0408481210000002,3.0408481210000002,3.0408481210000002,3.0408481210000002,3.0408481210000002,73.47745340000002,81.66584402,90.93331005,65.21293307,66.38303992,0.696515234,0.6706627079999999,0.45068358299999994,0.8491401959999999,0.716048736,71.42131988,77.10070861,84.59378761,64.94368234,66.55326602,5.085705207,5.043208023,4.747697836,5.292737842,5.118812105,2.915285107399579,0.8647947950603414,1570,1600,1550
1993/1/2 12:00,3.085570415,3.085570415,3.085570415,3.085570415,3.085570415,77.09432009,86.01117042,94.39418948,69.25062574,69.32204071,0.6865335029999999,0.653285175,0.441074829,0.835851494,0.7127776709999999,72.68629983,78.35871088,85.33540467,66.55875948,67.81126829,5.082649897,5.060109897,4.787862505,5.269111566,5.09845716,3.0076259994587633,0.6891521118758521,1360,1210,1090
1993/1/2 15:00,3.2530680660000004,3.2530680660000004,3.2530680660000004,3.2530680660000004,3.2530680660000004,76.13643677,85.64310864,92.10891037,69.41542952,67.81133937,0.6790582270000001,0.64347198,0.43943929600000003,0.823585,0.70746219,73.94751548,79.65516736,86.1484367,68.14087587,69.02532288,5.047892946,5.0353931780000005,4.769143225,5.227674714,5.055021161,3.158303123269761,0.7794698349349102,1060,1060,1030
1993/1/2 18:00,3.483851983,3.483851983,3.483851983,3.483851983,3.483851983,63.8144204,71.34363378,74.51885332,59.75243441,57.21994962,0.673749783,0.635089876,0.43903041299999995,0.813976246,0.70480445,74.83752805,80.73188546,87.03288371,69.11871169,69.73947264,5.007175203,5.012857345,4.750423945,5.179513459,4.998499839,3.126302376102564,1.537354250857133,980,960,1000
1993/1/2 21:00,3.97664104,3.97664104,3.97664104,3.97664104,3.97664104,57.19924028,63.76815324,66.87745127,53.42946262,51.45181723,0.6861864190000001,0.641836447,0.44495921899999996,0.8282871559999999,0.722386425,74.33687867,80.83076773,87.41193243,68.2727189,68.71768914,4.905316592,4.905448661,4.656464064,5.070287369,4.9016321089999995,3.342603088434136,2.1542234225360324,1000,950,990
1993/1/3 0:00,4.715824627,4.715824627,4.715824627,4.715824627,4.715824627,61.91538408,68.80016207,73.70032787,56.87935513,55.91250628,0.728703643,0.684564735,0.460496778,0.88880186,0.764296946,72.37120035,79.30907940000002,86.57692656,65.73474053,66.37198185,4.771303357,4.715166272,4.507073305,4.924167941,4.81748622,4.1605518500023955,2.22009238908234,1020,930,870
1993/1/3 3:00,5.828819091000001,5.828819091000001,5.828819091000001,5.828819091000001,5.828819091000001,78.35381788,86.9340716,95.32807759,70.569056,70.89866356,0.7804873309999999,0.761639205,0.5304157939999999,0.9386856020000001,0.793736531,73.49720832,80.7813266,87.99973262,66.82244555,67.17402697,4.580771331,4.446735432,4.141592995,4.8183949230000005,4.694084364,5.7088203563039,1.1766486880357625,970,1150,1300
1993/1/3 6:00,5.053351378,5.053351378,5.053351378,5.053351378,5.053351378,90.66979074,99.31083566,109.7978497,81.46258602,83.20950611,0.76934711,0.774110141,0.5678286,0.904748302,0.76225253,76.46983185,84.11585662,91.48807951,69.61312306,69.81638107,4.646427623,4.505982862,4.176123705,4.902177331,4.7649631910000005,5.053006093113552,-0.059072603563876086,1410,1450,1550
1993/1/3 9:00,3.6197065000000004,3.6197065000000004,3.6197065000000004,3.6197065000000004,3.6197065000000004,96.36381799,103.0738554,111.91283159999999,88.75790012,90.57623519,0.717024785,0.729541879,0.543091171,0.837487027,0.7031689170000001,78.71971638,85.97813945,92.94933979,72.22800987,72.40380058,4.825330588,4.680999042,4.385670596000001,5.059201194,4.947794217,3.5974022779415953,-0.4012131563182766,1640,1660,1650
1993/1/3 12:00,2.617252047,2.617252047,2.617252047,2.617252047,2.617252047,92.92993275,99.09659074,105.5019644,87.07690154,87.58779327,0.669666334,0.684769176,0.514469351,0.778607855,0.6538984999999999,80.71437919,87.42841281,94.09747286,74.56273024,74.87585744,4.968939853999999,4.821666253,4.551236267,5.186964823,5.094458867,2.613830748630669,-0.1337800248113511,1620,1430,1190
1993/1/3 15:00,2.0,2.0,2.0,2.0,2.0,90.40541656,100.83252390000001,107.5400379,83.28092109,81.2758084,0.626579376,0.64081424,0.48952748,0.7229997490000001,0.611987979,82.63206931,88.63148048,95.32251437,76.639258,77.43580965,5.093370903,4.941978518,4.65228403,5.325451147,5.222040755,1.999949932501699,-0.0141515895379219,990,890,850
1993/1/3 18:00,2.0,2.0,2.0,2.0,2.0,67.0597603,87.03844733,86.05511809,62.6639679,49.28739422,0.58904703,0.601357017,0.465403375,0.6759781890000001,0.576210704,84.48407132,89.73566588,96.52558204,78.61690348,79.95181418,5.201206452,5.049568943,4.728251594,5.454123479,5.329812921,1.8418237814321663,0.7795416333659902,830,820,850
1993/1/3 21:00,2.157371848,2.157371848,2.157371848,2.157371848,2.157371848,39.45465508,54.53364796,47.43060494,40.12979738,26.15993008,0.561636605,0.569464133,0.44230147799999997,0.643880863,0.552904366,86.00846502,90.77392976,97.65723474,80.20451333,81.90748583,5.240618471,5.123355619,4.791860798,5.491198558,5.33889995,1.370939357055227,1.6657666612764033,910,910,870
1993/1/4 0:00,2.550590514,2.550590514,2.550590514,2.550590514,2.550590514,33.83654563,43.41488611,38.19609966,34.72972677,25.3853523,0.534658645,0.54043343,0.418177374,0.614236836,0.527758053,87.09461794,91.71331136,98.81635473,81.18234915,83.12703388,5.299742971000001,5.1866013419999994,4.857832629,5.547356398,5.394512568,1.4202339370665418,2.118595651395342,950,1010,940
1993/1/4 3:00,4.183798084,4.183798084,4.183798084,4.183798084,4.183798084,27.46908677,34.66380526,29.000048600000003,29.29669541,21.094960500000003,0.53510686,0.547997768,0.434123816,0.607081381,0.522238131,84.92140222,87.77450077,93.25697353,80.53412091,82.49528602,5.091898577,4.9043582180000005,4.503075013,5.407234409,5.250937508,1.9298604180051893,3.712115996934755,850,950,1150
1993/1/4 6:00,4.693463479,4.693463479,4.693463479,4.693463479,4.693463479,27.17239671,30.95572015,25.55015609,29.75265254,23.7757687,0.5504443929999999,0.567010834,0.450479141,0.623436706,0.534095742,79.94305804,80.95711731,84.98931671,76.99633288,79.11680831,4.81293148,4.6239325,4.24009639,5.11717644,4.973419638999999,2.143361063668993,4.175476353597815,1350,1500,1540
1993/1/4 9:00,4.552124152,4.552124152,4.552124152,4.552124152,4.552124152,33.75654346,34.28475656,29.08245049,37.07543394,33.20803851,0.607083507,0.63038772,0.5054739220000001,0.6837469690000001,0.58479725,68.26750092,66.70708289,66.9652755,68.50344421,69.64608382,4.4694092880000005,4.320243987,3.972937734,4.7389742880000005,4.595399228,2.529456919616281,3.7846640520694876,1590,1680,1720
1993/1/4 12:00,4.613722784,4.613722784,4.613722784,4.613722784,4.613722784,41.45855995,40.41545727,35.26259233,45.16729966,42.28323347,0.653113442,0.669231617,0.483598675,0.7718612840000001,0.636316525,65.94316355,64.61956821,66.39944915,65.11397959,67.13007929,4.451263631000001,4.322606614,4.117239757,4.621206391,4.561413739,3.0546451896473226,3.457684296312372,1730,1610,1380
1993/1/4 15:00,4.90694915,4.90694915,4.90694915,4.90694915,4.90694915,50.97689216,48.67762023,42.83257941,55.45654915,52.91307744,0.7798276140000001,0.721159775,0.486460857,0.950747654,0.8280827140000001,65.74058815,65.27878338,66.82244555,64.84480006,66.16323038,4.462093619,4.3556834,4.159948793,4.6197524660000004,4.5528719319999995,3.8121699727176974,3.089580887401279,1090,870,760
1993/1/4 18:00,5.292151555,5.292151555,5.292151555,5.292151555,5.292151555,53.84114552,51.25405269,44.10706199,59.23055576,56.03885584,0.942805254,0.785149986,0.542682288,1.144967143,1.077910309,66.53372893,67.13557275,67.9046571,65.86658356,66.01490697,4.667891668999999,4.478176553,4.269901846000001,4.8558334819999995,4.831661985,4.27279972206927,3.122507104263125,680,630,710
1993/1/4 21:00,5.421677446,5.421677446,5.421677446,5.421677446,5.421677446,56.76204737,56.4783326,50.91345821,60.51602527,56.93978319,1.061472456,0.854455677,0.626707771,1.267018758,1.240032471,67.36469349,69.33845008,70.11852135,66.32803417,65.64135171,4.940930906,4.685179076,4.512707263,5.122628657,5.163156807,4.53469874136546,2.971715607780058,830,970,1060
1993/1/5 0:00,5.336030033,5.336030033,5.336030033,5.336030033,5.336030033,56.07271626,57.54955718,54.76437326,57.52758335,54.73690596,1.093478847,0.876126483,0.68395141,1.278058602,1.281738551,67.59523103,70.7667496,72.17307528,65.82812934,64.82831968,5.188154983,4.922895757,4.78640858,5.348532201,5.419229287,4.4275527653476425,2.9782533510667664,1090,1090,1070
1993/1/5 3:00,6.227522566,6.227522566,6.227522566,6.227522566,6.227522566,64.65186568,67.33890186,69.11878271,62.76285017,62.31787996,1.138222848,0.9180370040000001,0.73485736,1.317515825,1.329168994,67.66097034,71.29961519,73.47502522,65.25680954,64.4987121,5.246532325,5.001407689,4.888728528,5.385970761,5.460120917999999,5.627956660727616,2.666109737991084,1080,1170,1340
1993/1/5 6:00,5.3305452230000006,5.3305452230000006,5.3305452230000006,5.3305452230000006,5.3305452230000006,66.75155215,71.51393102,76.41959028,62.24097152,62.64199406,1.1241586590000001,0.951974304,0.7499860359999999,1.303613798,1.272334239,67.97749337,71.75557234,74.95825933,64.85578698,64.70746357,5.3319703910000005,5.083190951000001,4.992138918999999,5.457940031000001,5.5491738029999995,4.897715097443166,2.104067299001009,1570,1710,1700
1993/1/5 9:00,4.419222993,4.419222993,4.419222993,4.419222993,4.419222993,64.81648094,69.56375293,73.16196884,61.18073386,60.69730943,1.079579701,0.9574942259999999,0.729950763,1.262521043,1.183606599,68.74536251,72.65100627,76.52389534,65.1524338,65.36667873,5.402218525,5.176060388,5.095912791,5.515006574,5.599697685,3.9991735894045752,1.8804633640857789,1800,2010,2190
1993/1/5 12:00,4.424707803,4.424707803,4.424707803,4.424707803,4.424707803,61.91676579999999,65.63592944,67.49821219,59.70848673,58.67022289999999,1.041406655,0.954427603,0.699897852,1.232877016,1.114300908,69.60731558,73.71673745,78.17742671,65.56444328,66.06434811,5.415362073,5.240578295,5.169335987,5.5086456539999995,5.5678930829999995,3.903763303280743,2.0829477223127117,2150,2020,1770
1993/1/5 15:00,4.331887946,4.331887946,4.331887946,4.331887946,4.331887946,59.251048399999995,63.31219611,64.33947302,57.51110297,55.68727444,1.009220079,0.950543213,0.676795955,1.2060951709999999,1.056852827,70.50786131,74.90332474,79.9353338,66.01490697,66.71806981,5.374759152,5.226220789,5.129534799,5.477931495,5.503920397999999,3.7228928017336167,2.2147962352099393,1430,1140,950
1993/1/5 18:00,4.282102751,4.282102751,4.282102751,4.282102751,4.282102751,55.49172068,59.08223236,58.88996128,54.67098445,52.3362642,0.978079748,0.939503368,0.6534896170000001,1.177882235,1.0077868509999999,71.3919147,76.10639241,81.78662972,66.38296877,67.3333373,5.329272518,5.210591099,5.092823202,5.438493789,5.431951128,3.5286425075438403,2.4259196244056573,840,790,700
1993/1/5 21:00,4.4820873510000006,4.4820873510000006,4.4820873510000006,4.4820873510000006,4.4820873510000006,54.15593498,57.23093654,56.2750746,53.97880856,51.44083031,0.961083617,0.940116693,0.635294317,1.1686823640000001,0.9750762009999999,72.00197936,76.88097022,83.29733113,66.45987721,67.81126829,5.261324383,5.163520288,5.025579186,5.378337656,5.345442611,3.633241411785341,2.6246264240234773,720,880,1050
1993/1/6 0:00,4.591361636999999,4.591361636999999,4.591361636999999,4.591361636999999,4.591361636999999,56.78968176,59.66453906,57.06063929999999,57.75830864,54.22601424,0.932840307,0.924988017,0.61873455,1.1380161290000002,0.935210095,73.16672113,78.19390709,84.8409933,67.43221957,68.84953217,5.225918374,5.143165343,4.97687271,5.357982711,5.296190913,3.841434755410072,2.514752612413968,1160,1210,1220
1993/1/6 3:00,4.976142134,4.976142134,4.976142134,4.976142134,4.976142134,64.43787407,66.36655955,64.89980588,64.90529934,62.71890249,0.905661103,0.903726094,0.611987979,1.099581115,0.903112769,74.91450243,79.74306272,85.89573756,69.56368193,70.76125614,5.161814303,5.091369277,4.887274603,5.315455415,5.220950312,4.48906713981646,2.1471531738537277,1200,1120,1090
1993/1/6 6:00,4.104057388999999,4.104057388999999,4.104057388999999,4.104057388999999,4.104057388999999,78.87668729,80.54517829999999,85.80241896,74.93635623,77.50180178,0.8513425659999999,0.854660118,0.597063744,1.021279995,0.844642481,77.46796965,81.79212318,88.016213,72.19504911,73.76617858,5.183062206000001,5.09554931,4.866556177,5.357982711,5.2565714660000005,4.026959587754859,0.7917597683607788,1210,1470,1740
1993/1/6 9:00,3.085570415,3.085570415,3.085570415,3.085570415,3.085570415,79.22999812,83.18203882,87.04943425,75.61754520000001,75.8208032,0.79293417,0.8015053109999999,0.571099665,0.943387758,0.7820833620000001,80.39922151,84.18727159999999,90.51024369,75.20546502,77.16663013,5.249603184,5.141529678,4.924713163,5.421773655,5.341444318,3.0312187788944644,0.5765912767297323,1940,1910,1990
1993/1/6 12:00,2.806267028,2.806267028,2.806267028,2.806267028,2.806267028,69.97516467,73.82118397,73.75526246,69.00891352,66.59179138,0.745909323,0.754688192,0.5447267029999999,0.882873054,0.735061802,83.16837204,86.43959007,92.87792481,78.03459676,80.39129096,5.282534023999999,5.1744247230000004,4.977417932,5.441765118999999,5.374521103999999,2.6366121372570075,0.9609428027250052,2100,2000,1830
1993/1/6 15:00,2.9146974969999997,2.9146974969999997,2.9146974969999997,2.9146974969999997,2.9146974969999997,63.75436166,66.73462133,65.52606026,63.76815324,61.1203058,0.7076124020000001,0.716048736,0.522238131,0.833807078,0.697444553,85.68877737,88.39526171,95.05333485,80.55060129,83.41818724,5.289231643,5.178241275,4.993774584,5.440674676,5.384153355,2.61421086333126,1.288938734408619,1650,1300,860
1993/1/6 18:00,3.137887062,3.137887062,3.137887062,3.137887062,3.137887062,53.45867126,56.24211384,53.05590738,54.83578823,50.9683928,0.679834541,0.6923335140000001,0.503429507,0.801709752,0.666164994,87.7863407,89.81806777,96.99252611,82.48429909999999,86.11547595,5.263156626000001,5.132079167,4.980507522,5.39832912,5.375975029,2.521065047496574,1.8683057137840393,560,400,440
1993/1/6 21:00,3.524777101,3.524777101,3.524777101,3.524777101,3.524777101,48.29986705,50.45750108,45.97483819,50.70470675,46.33740652,0.671622178,0.6945823720000001,0.495660727,0.79741648,0.648583019,88.6557041,89.95540426,97.94838809999999,82.99519085,87.6481512,5.146173094,4.968330903,4.841839458,5.276926411,5.300552687,2.6317277267612424,2.344794827683238,590,680,760
