IN,OUT,No,R2,MSE,MAE
29,8,2,0.948191775,0.013136268,0.085128149
29,8,3,0.89480007,0.026616948,0.123686469
29,8,4,0.827889693,0.043458404,0.156146753
29,8,5,0.748193048,0.063465172,0.188946948
29,8,6,0.656892093,0.08633224,0.218370775
29,8,7,0.575216789,0.106711796,0.239917089
29,8,8,0.491990439,0.127388832,0.26036594
30,1,1,0.99321826,0.001700594,0.029264177
30,2,1,0.992073034,0.00199137,0.031528337
30,2,2,0.965405811,0.008674863,0.069577176
30,3,1,0.990094732,0.002492347,0.037834519
30,3,2,0.964301646,0.008967952,0.071023363
30,3,3,0.915309373,0.021237081,0.109348308
30,4,1,0.982613536,0.004382067,0.054438438
30,4,2,0.960143332,0.010028668,0.075001089
30,4,3,0.908761234,0.022920521,0.113522
30,4,4,0.841900644,0.039645105,0.146877006
30,5,1,0.986132772,0.003501519,0.038703713
30,5,2,0.960514254,0.009951948,0.073407099
30,5,3,0.902190323,0.024610708,0.115968469
30,5,4,0.823639179,0.044304434,0.153814331
30,5,5,0.727033727,0.068449213,0.189113371
30,6,1,0.987442486,0.003177214,0.039121066
30,6,2,0.955633282,0.011202738,0.080340478
30,6,3,0.89913226,0.025422604,0.115939696
30,6,4,0.833828071,0.041811904,0.14893347
30,6,5,0.746121423,0.063778036,0.18268323
30,6,6,0.638137602,0.090740867,0.217131169
30,7,1,0.974983665,0.006343033,0.059219892
30,7,2,0.947330197,0.013326144,0.084887548
30,7,3,0.895374537,0.026418265,0.1191238
30,7,4,0.806252899,0.048831825,0.161628339
30,7,5,0.722905502,0.069722056,0.190620433
30,7,6,0.618596602,0.095814148,0.223235615
30,7,7,0.541431878,0.114990862,0.242102834
30,8,1,0.977948189,0.005603192,0.047201955
30,8,2,0.939951756,0.015225572,0.09230503
30,8,3,0.902599786,0.024643519,0.117316899
30,8,4,0.814657188,0.046799654,0.160565651
30,8,5,0.75332184,0.062172516,0.184964344
30,8,6,0.638278145,0.091015851,0.219689348
30,8,7,0.525034855,0.119318236,0.248551998
30,8,8,0.454615048,0.136761111,0.26622972
31,1,1,0.987859239,0.003044426,0.038557067
31,2,1,0.991245664,0.002199218,0.032826363
31,2,2,0.963918561,0.009047807,0.069859956
31,3,1,0.990683691,0.002344154,0.035425487
31,3,2,0.964803908,0.008841776,0.070730481
31,3,3,0.913338709,0.021731246,0.109417963
31,4,1,0.991797452,0.002067362,0.032214744
31,4,2,0.961710696,0.009634291,0.071682364
31,4,3,0.905118776,0.02383556,0.113069164
31,4,4,0.836986469,0.040877387,0.147780197
31,5,1,0.982504063,0.00441778,0.046155992
31,5,2,0.954480332,0.011472732,0.076289946
31,5,3,0.910374823,0.022551338,0.113568937
31,5,4,0.847024008,0.038429821,0.146215196
31,5,5,0.764508229,0.059052081,0.18017078
31,6,1,0.979633807,0.005152911,0.052273076
31,6,2,0.946994952,0.013383944,0.086713985
31,6,3,0.897976486,0.025713904,0.118102895
31,6,4,0.825534909,0.043898616,0.153137624
31,6,5,0.730162187,0.067787231,0.187502089
31,6,6,0.635344927,0.09144116,0.217327281
31,7,1,0.977212048,0.005778014,0.051627488
31,7,2,0.942687019,0.014500929,0.087013294
31,7,3,0.883739779,0.029356078,0.125712238
31,7,4,0.8092066,0.048087377,0.159355464
31,7,5,0.719256241,0.070640277,0.192803511
31,7,6,0.618368466,0.095871459,0.224239711
31,7,7,0.521377682,0.120019666,0.248526916
31,8,1,0.975272879,0.006282967,0.049598337
31,8,2,0.949977214,0.01268356,0.08241316
31,8,3,0.886373223,0.02874905,0.124591223
31,8,4,0.798765864,0.050812264,0.165188204
31,8,5,0.710863145,0.072873763,0.195454016
31,8,6,0.58541329,0.104317618,0.233921824
31,8,7,0.473313579,0.132311382,0.262406403
31,8,8,0.360016851,0.160482621,0.28607911
32,1,1,0.992418518,0.001901138,0.031719528
32,2,1,0.978443328,0.005415353,0.059657686
32,2,2,0.953044187,0.011774672,0.080249398
32,3,1,0.990990451,0.002266968,0.033954775
32,3,2,0.964019401,0.009038856,0.06984587
32,3,3,0.914894971,0.021340996,0.108339111
32,4,1,0.976756551,0.005858255,0.061264864
32,4,2,0.945893745,0.013614126,0.088210635
32,4,3,0.890241508,0.027572949,0.122372633
32,4,4,0.80922042,0.047840021,0.160296957
32,5,1,0.978035789,0.005546034,0.048101582
32,5,2,0.949464328,0.01273696,0.080428958
32,5,3,0.883222263,0.02938342,0.122993839
32,5,4,0.817844158,0.045760229,0.154042887
32,5,5,0.715083658,0.071445821,0.191514981
32,6,1,0.989639935,0.002621231,0.034508138
32,6,2,0.960494262,0.009975325,0.07237267
32,6,3,0.904948196,0.023956761,0.11333223
32,6,4,0.823018847,0.044531703,0.15426629
32,6,5,0.727322676,0.068500558,0.189875526
32,6,6,0.614090258,0.096770996,0.223713489
32,7,1,0.97974398,0.005136028,0.059591472
32,7,2,0.963392177,0.009262255,0.073332522
32,7,3,0.916120882,0.021179746,0.109585703
32,7,4,0.855847682,0.036332006,0.143426991
32,7,5,0.762269623,0.059817322,0.178710473
32,7,6,0.709334403,0.073019477,0.202593271
32,7,7,0.613887068,0.096821948,0.227630694
32,8,1,0.966470255,0.008519644,0.067904755
32,8,2,0.935534904,0.016345489,0.097777123
32,8,3,0.883231661,0.029543906,0.12878949
32,8,4,0.810203063,0.047924335,0.165326409
32,8,5,0.726976087,0.068812673,0.193646088
32,8,6,0.630710506,0.092920008,0.224645288
32,8,7,0.5500955,0.113022633,0.246479875
32,8,8,0.453524768,0.13703451,0.267971099
33,1,1,0.993127652,0.001723315,0.030445328
33,2,1,0.991168281,0.002218658,0.032617261
33,2,2,0.962191129,0.009480979,0.070888488
33,3,1,0.978580413,0.005389561,0.054747166
33,3,2,0.948407154,0.012960882,0.082077322
33,3,3,0.887208091,0.028283778,0.123256049
33,4,1,0.986665982,0.003360692,0.042770702
33,4,2,0.961191428,0.009764948,0.072589302
33,4,3,0.904432613,0.024007934,0.11408517
33,4,4,0.821056088,0.0448721,0.15363915
33,5,1,0.988720135,0.002848202,0.038707257
33,5,2,0.960807399,0.009878064,0.072311248
33,5,3,0.909144798,0.022860835,0.111569722
33,5,4,0.838859736,0.040480807,0.147661327
33,5,5,0.7401434,0.065161822,0.185190997
33,6,1,0.986913728,0.003310997,0.038216962
33,6,2,0.96335152,0.009253859,0.070741642
33,6,3,0.909517865,0.022805026,0.111426981
33,6,4,0.839302526,0.040434431,0.147158701
33,6,5,0.757293823,0.060971365,0.180480066
33,6,6,0.6666581,0.083589047,0.208982011
33,7,1,0.986344997,0.003462303,0.042996493
33,7,2,0.96196834,0.009622504,0.072481035
33,7,3,0.909156655,0.022938236,0.112380978
33,7,4,0.836781145,0.041137516,0.149038628
33,7,5,0.746272353,0.063842528,0.184448653
33,7,6,0.643251442,0.089620489,0.215469964
33,7,7,0.548379724,0.113248615,0.240134136
33,8,1,0.938596224,0.01558104,0.09723726
33,8,2,0.89376454,0.026896276,0.125906257
33,8,3,0.844511293,0.039275506,0.146532621
33,8,4,0.765820592,0.059028425,0.177041381
33,8,5,0.654220785,0.086999464,0.212612603
33,8,6,0.575164731,0.106713578,0.23493424
33,8,7,0.476878594,0.131173338,0.259564351
33,8,8,0.37148431,0.157326848,0.282702892
34,1,1,0.993449131,0.0016427,0.029283286
34,2,1,0.990593933,0.002362942,0.03545685
34,2,2,0.958333533,0.010448312,0.076520313
34,3,1,0.990235543,0.002456916,0.034609785
34,3,2,0.960057154,0.010034231,0.07382087
34,3,3,0.90516094,0.023781909,0.114373966
34,4,1,0.936734311,0.015945421,0.116388091
34,4,2,0.928829576,0.017907784,0.109756991
34,4,3,0.868819979,0.032954352,0.147481275
34,4,4,0.820132729,0.045103642,0.168309068
34,5,1,0.974759929,0.006373199,0.053656378
34,5,2,0.929526513,0.017762067,0.096988132
34,5,3,0.869851913,0.032747645,0.132836131
34,5,4,0.787847175,0.053295913,0.168864876
34,5,5,0.670806203,0.082548866,0.210146429
34,6,1,0.990788011,0.002330753,0.033477745
34,6,2,0.960338948,0.010014543,0.074679022
34,6,3,0.905267943,0.023876173,0.113162513
34,6,4,0.838489269,0.040639061,0.147903765
34,6,5,0.752602505,0.062149893,0.180358443
34,6,6,0.648737253,0.088082891,0.214131324
34,7,1,0.9839358,0.004067071,0.052503946
34,7,2,0.956515357,0.010983957,0.07875811
34,7,3,0.908636094,0.02302964,0.11278934
34,7,4,0.847280468,0.038424858,0.146257353
34,7,5,0.762341881,0.059696899,0.18088017
34,7,6,0.674648004,0.081582414,0.209011599
34,7,7,0.586224092,0.103574279,0.235007651
34,8,1,0.977846457,0.005621401,0.059752568
34,8,2,0.955826475,0.011183679,0.081841581
34,8,3,0.907116992,0.023461685,0.118629132
34,8,4,0.838674022,0.040664628,0.150705782
34,8,5,0.766367807,0.058782815,0.182268869
34,8,6,0.679722485,0.080449911,0.209612045
34,8,7,0.617843831,0.095826131,0.231006074
34,8,8,0.535357836,0.116306861,0.250801821
35,1,1,0.99180307,0.002055468,0.033931517
35,2,1,0.992185145,0.001963206,0.030659775
35,2,2,0.964608346,0.008874836,0.069800812
35,3,1,0.988605435,0.002867081,0.039185411
35,3,2,0.954840079,0.011344837,0.084778692
35,3,3,0.916302477,0.020988049,0.108720505
35,4,1,0.985108652,0.0037532,0.039869903
35,4,2,0.954943675,0.011336998,0.077650463
35,4,3,0.898064858,0.025607608,0.116354817
35,4,4,0.819204933,0.045336297,0.15386197
35,5,1,0.975441122,0.006201195,0.062235047
35,5,2,0.953943692,0.011607986,0.083812348
35,5,3,0.906450825,0.023538688,0.114201016
35,5,4,0.841420447,0.039837518,0.148459153
35,5,5,0.764192558,0.059131239,0.180208324
35,6,1,0.978816538,0.005350814,0.049174281
35,6,2,0.951562116,0.012209494,0.082400054
35,6,3,0.902719172,0.024476254,0.119773463
35,6,4,0.836695041,0.041020268,0.150904347
35,6,5,0.74580064,0.063740803,0.188262772
35,6,6,0.64861065,0.087957993,0.217619783
35,7,1,0.971121314,0.007311392,0.059486748
35,7,2,0.924276948,0.019127184,0.100198198
35,7,3,0.859312514,0.035462387,0.136531785
35,7,4,0.779782963,0.055407507,0.169976224
35,7,5,0.681287664,0.080056757,0.204227662
35,7,6,0.592010666,0.102303829,0.230244857
35,7,7,0.492616831,0.127005572,0.255391871
35,8,1,0.967697885,0.008196574,0.058461743
35,8,2,0.944917298,0.013945622,0.083401358
35,8,3,0.880268011,0.030243576,0.126054786
35,8,4,0.830609879,0.042697315,0.153392827
35,8,5,0.725944192,0.068953562,0.191624645
35,8,6,0.627476406,0.093573506,0.22290851
35,8,7,0.54471271,0.114163849,0.24496819
35,8,8,0.446152058,0.138636397,0.268193999
36,1,1,0.992158118,0.001966436,0.031475527
36,2,1,0.989652285,0.002599498,0.036107199
36,2,2,0.956949004,0.010795498,0.075913766
36,3,1,0.986310816,0.00344445,0.038956716
36,3,2,0.952702902,0.011881727,0.079307951
36,3,3,0.887650336,0.02817288,0.121944269
36,4,1,0.985904348,0.003552654,0.03731199
