时间,汕尾风速,风速1,风速2,风速3,风速4,汕尾风向,风向1,风向2,风向3,风向4,汕尾波高,波高1,波高2,波高3,波高4,波浪方向,方向1,方向2,方向3,方向4,波浪周期,周期1,周期2,周期3,周期4
1993/10/1 0:00,7.790003492,7.790003492,7.790003492,7.790003492,7.790003492,48.24997802,48.43040243,46.37035328,49.57304302,48.05684685,1.524798481,1.203517819,0.920095285,1.797540391,1.802773326,55.2151835,56.76936528,58.36246641,53.7479666,53.874316,5.562174385,5.092151496,4.937454674,5.788744877,5.972733405
1993/10/1 3:00,8.246213591,8.246213591,8.246213591,8.246213591,8.246213591,50.2538372,51.18812155,47.80414749,52.24836017,49.38626523,1.672720441,1.390046646,1.039271169,1.979680304,1.916041057,55.16295394,56.90120814,57.96693785,54.0006654,53.64908446,5.694536479,5.26954939,4.994573501,5.988843843,6.06390384
1993/10/1 6:00,6.995206524,6.995206524,6.995206524,6.995206524,6.995206524,53.23955031,54.00077531,51.91325885,54.42377207,52.53951379,1.6742722,1.392578712,1.080797044,1.955203671,1.917222688,56.14389479,58.28555808,59.67540147,54.65987966,54.28083146,5.863568371,5.4727606,5.167943785,6.168438615,6.202673297
1993/10/1 9:00,6.042878445,6.042878445,6.042878445,6.042878445,6.042878445,52.14679716,50.92992872,49.83672931,53.18774258,53.20422298,1.591921879,1.328264247,1.03893356,1.853077028,1.819484959,57.47283111,59.90612647,62.35620613,55.20373142,55.37402844,6.00678028,5.65052464,5.392025335,6.272058025,6.315995584
1993/10/1 12:00,6.404149794,6.404149794,6.404149794,6.404149794,6.404149794,48.06455565,46.49670296,42.59634325,51.05078494,49.39725216,1.554285968,1.327082617,0.993356381,1.835352569,1.749093537,58.13757834,60.75761155,64.14157808,55.20373142,55.88491949,6.006436982,5.673774932,5.480815819,6.222262125,6.295674463
1993/10/1 15:00,6.412971536,6.412971536,6.412971536,6.412971536,6.412971536,46.48586705,45.02445451,40.20119278,50.05097442,47.71625206,1.557596297,1.337717292,0.979176814,1.853245832,1.745548645,57.94005461,60.66422286,63.9328269,55.04991476,55.59925997,5.939910749,5.625077471,5.389462311,6.179056859,6.213108467
1993/10/1 18:00,6.425574025,6.425574025,6.425574025,6.425574025,6.425574025,43.94723872,42.06347721,37.33909784,47.56792852,45.54084016,1.538416958,1.313578267,0.967866921,1.826743547,1.73103147,57.74394141,60.31264192,63.48785727,54.96201952,55.53333855,5.92085324,5.617937617,5.34772163,6.179789151,6.183084468
1993/10/1 21:00,6.621752769,6.621752769,6.621752769,6.621752769,6.621752769,40.33781767,38.15213057,34.11992771,43.57967338,42.20630728,1.534262538,1.313240659,0.962296377,1.824886698,1.723604078,56.97089058,59.27987292,62.58693112,54.17096241,54.98948679,5.891184398,5.591025862,5.304333291,6.160200323,6.150863592
1993/10/2 0:00,7.460658448,7.460658448,7.460658448,7.460658448,7.460658448,39.50458402,38.77289204,34.62532643,42.44252625,40.09132349,1.587571387,1.387176972,0.998251707,1.898147794,1.758040169,54.69920252,56.22551352,58.85138365,52.55039403,53.40187911,5.811091244,5.491617135,5.159339346,6.115530472,6.086971058
1993/10/2 3:00,7.823610129,7.823610129,7.823610129,7.823610129,7.823610129,43.82267929,42.9589119,39.75622217,46.1670951,44.54102964,1.631355201,1.464658177,1.053281931,1.947945083,1.771882127,53.37520532,54.39619395,55.89590639,52.11091786,52.50095296,5.768913934,5.466902259,5.061578278,6.11717813,6.028387646
1993/10/2 6:00,6.981763869,6.981763869,6.981763869,6.981763869,6.981763869,45.17009556,45.33208851,43.62362109,46.260484,45.00248065,1.593495201,1.465502199,1.05243791,1.900848664,1.70014027,53.87325215,55.14330345,56.68147005,52.51743331,52.78111902,5.79477715,5.525119524,5.096545252,6.149765153,6.025641549
1993/10/2 9:00,5.962222516,5.962222516,5.962222516,5.962222516,5.962222516,41.07541627,39.21786266,35.97671867,43.71151652,42.66226482,1.517829281,1.408783931,0.983565727,1.828262786,1.607635477,55.04540918,56.69245695,59.13154971,52.9898702,53.63809755,5.833629206,5.619768349,5.223781099,6.15251125,6.015755598
1993/10/2 12:00,5.577006438,5.577006438,5.577006438,5.577006438,5.577006438,39.97401127,36.97103572,33.21350608,43.24457205,42.56887593,1.485068695,1.364894795,0.925665829,1.807837457,1.584340474,55.84519979,57.92299024,61.27399605,53.07227198,54.07208027,5.83557742,5.662241322,5.291518169,6.127064081,5.982436283
1993/10/2 15:00,5.359403463,5.359403463,5.359403463,5.359403463,5.359403463,43.69845683,40.37698364,36.50958471,47.11197097,46.58459839,1.464657927,1.334847618,0.886334411,1.796021152,1.572355364,56.94530886,59.38424851,63.30657335,53.69852553,54.86313739,5.858600242,5.699405174,5.349369289,6.132556276,5.993420673
1993/10/2 18:00,5.434598313,5.434598313,5.434598313,5.434598313,5.434598313,42.2632994,39.87707838,36.16349646,45.33758198,44.32129107,1.439283747,1.30091794,0.862364191,1.766311583,1.554630905,58.09501887,61.08172523,65.30618993,54.50056954,55.538832,5.876599749,5.72869688,5.386899287,6.14207608,6.001658965
1993/10/2 21:00,5.932816708,5.932816708,5.932816708,5.932816708,5.932816708,35.82528962,34.40009439,30.55466932,38.74542472,37.02597037,1.42963677,1.274584458,0.854936799,1.748587124,1.55986384,57.84954341,61.394852,65.87750896,53.93474397,54.80820286,5.847682127,5.701418979,5.353946118,6.116628911,5.971085747
1993/10/3 0:00,6.772982636,6.772982636,6.772982636,6.772982636,6.772982636,34.04233761,33.70242441,31.27431316,35.7404997,34.3067055,1.460020761,1.302605983,0.88008865,1.781503976,1.592274279,55.51319067,58.77996877,62.96048586,51.87469941,52.70970414,5.752216584,5.541596109,5.152199493,6.065734572,5.931725017
1993/10/3 3:00,7.278762525,7.278762525,7.278762525,7.278762525,7.278762525,36.74626311,35.75148663,34.34515975,37.94337892,37.59729066,1.536861244,1.370465339,0.945922353,1.862192464,1.676845268,51.86792571,53.79191421,56.53314684,49.5454757,50.21567686,5.676424921,5.429006114,4.980476867,6.038822817,5.887421312
1993/10/3 6:00,6.667961895,6.667961895,6.667961895,6.667961895,6.667961895,40.02230283,37.65222531,36.97103572,41.09662747,42.09643799,1.555630924,1.377386318,0.95740105,1.880929749,1.706217228,51.92486672,53.77543386,56.53314684,49.60590367,50.34202626,5.773605272,5.527682548,5.082082472,6.133837788,5.983168575
1993/10/3 9:00,6.021034131,6.021034131,6.021034131,6.021034131,6.021034131,40.54351248,37.15781351,35.61964348,42.44801971,43.50276487,1.573800974,1.364894795,0.937819744,1.911989752,1.75111919,53.07406787,55.12682309,58.47233545,50.314559,51.31986074,5.915067143,5.667367371,5.260578805,6.249906173,6.126881008
1993/10/3 12:00,5.855521443,5.855521443,5.855521443,5.855521443,5.855521443,44.50199142,42.9589119,42.18433342,45.41998394,45.84847417,1.628383477,1.380593601,0.931573982,1.991159001,1.839741483,54.35676471,56.96163611,60.75761155,51.14956373,52.12739821,6.067742131,5.812910535,5.452256406,6.373846703,6.286520805
1993/10/3 15:00,5.659762782,5.659762782,5.659762782,5.659762782,5.659762782,43.40893882,42.84354915,42.11841185,44.04112438,43.89280085,1.665233414,1.39831806,0.945922353,2.035385746,1.893252468,55.42237153,58.67009973,62.6803198,51.90216667,52.63279581,6.218541932,5.954059943,5.610248544,6.51609455,6.445977529
1993/10/3 18:00,5.742099043,5.742099043,5.742099043,5.742099043,5.742099043,36.35768511,33.76834599,30.37887846,39.27829076,38.59160772,1.657363333,1.4076023,0.951999311,2.025088679,1.870295074,55.97366805,59.72484254,64.10861736,52.07795714,52.74266485,6.318025465,6.062805401,5.731992197,6.604518887,6.53751411
1993/10/3 21:00,6.280225319,6.280225319,6.280225319,6.280225319,6.280225319,26.74923355,24.53932582,21.03998901,29.6482477,28.64294372,1.666114262,1.433766977,0.95470018,2.04483879,1.863374094,54.75709029,58.70855389,63.75703643,50.36949352,51.35831491,6.312223385,6.06738223,5.741328928,6.592802205,6.522685184
1993/10/4 0:00,6.463801575,6.463801575,6.463801575,6.463801575,6.463801575,25.62559366,24.78653172,21.80358056,27.82441752,26.31920828,1.655385434,1.449465784,0.954531376,2.037580202,1.829275612,52.77160109,56.85726052,62.07604007,48.22155373,49.27080309,6.271171013,6.008066525,5.640638689,6.584014693,6.497054941
1993/10/4 3:00,7.690023746,7.690023746,7.690023746,7.690023746,7.690023746,33.44181298,31.32375434,30.17562028,34.76266304,35.28454216,1.744138015,1.527453402,1.016482579,2.13987565,1.927182146,48.96600398,50.88038457,54.09954754,46.32081928,47.33710793,6.104707925,5.785632634,5.308543973,6.504927087,6.378240459
1993/10/4 6:00,6.826753256,6.826753256,6.826753256,6.826753256,6.826753256,35.82911187,33.62551591,33.80680024,36.28984614,37.76758806,1.804273702,1.561214275,1.059865302,2.200645222,2.010571503,48.51173674,49.89705664,52.62180891,46.33729964,47.33710793,6.15603527,5.834696241,5.329048168,6.575776401,6.431148603
1993/10/4 9:00,6.457080247,6.457080247,6.457080247,6.457080247,6.457080247,36.11485342,32.91136554,32.01593085,37.55334295,38.91572211,1.874862758,1.556487753,1.049905844,2.294500451,2.147303042,49.4189106,51.41324943,54.75326834,46.67240022,47.72164958,6.342126737,6.014840232,5.561734156,6.728642491,6.62319235
1993/10/4 12:00,6.558740325,6.558740325,6.558740325,6.558740325,6.558740325,37.59027387,34.50996368,31.70280338,40.2451405,40.27260782,1.917325497,1.59345591,1.062734976,2.354426001,2.194230656,50.86235839,53.53372196,57.14292003,47.76010375,48.57313467,6.540923243,6.206517833,5.801743072,6.897252873,6.828966584
1993/10/4 15:00,6.901528023,6.901528023,6.901528023,6.901528023,6.901528023,31.83615693,29.4779503,26.45105143,34.45502904,33.87272181,1.953822396,1.642071568,1.076576934,2.41080666,2.219551311,51.39709395,54.76425525,58.67009973,47.91392041,48.50171979,6.633125827,6.325515388,5.943075553,6.967552968,6.897985166
1993/10/4 18:00,7.396805838,7.396805838,7.396805838,7.396805838,7.396805838,29.44466992,25.35235855,21.39157073,33.13110412,32.99926097,2.037084637,1.719552773,1.10578009,2.527450479,2.307329583,50.16548174,53.71500588,57.90650988,46.44716868,47.11187639,6.638305511,6.327529193,5.904813262,7.000323064,6.905308093
1993/10/4 21:00,7.43545347,7.43545347,7.43545347,7.43545347,7.43545347,34.37658847,30.57114972,27.61017241,37.33360437,37.68518609,2.126947853,1.804123761,1.160303901,2.638861362,2.401184811,49.46017772,51.78131073,54.88511119,46.78776272,47.46895078,6.671885957,6.309588023,5.80393995,7.102477888,6.982931113
1993/10/5 0:00,7.241375141,7.241375141,7.241375141,7.241375141,7.241375141,29.24969116,27.23661684,25.60505791,30.86230333,30.99414647,2.144616681,1.838559852,1.187143795,2.656923429,2.40422329,49.19650033,51.50114467,54.58297133,46.54055737,47.22174544,6.792978588,6.436274651,5.917628383,7.230629101,7.098999498
1993/10/5 3:00,8.203785211,8.203785211,8.203785211,8.203785211,8.203785211,28.86540591,26.14891089,24.02843364,30.98315954,31.22487198,2.167043312,1.889369967,1.249601412,2.664350821,2.401691225,47.58029124,48.93570251,51.01772088,45.84288894,46.41970142,6.743379354,6.373297484,5.778309707,7.23520593,7.060004914
1993/10/5 6:00,7.752616108,7.752616108,7.752616108,7.752616108,7.752616108,32.71255089,29.07143394,26.79713968,35.17467287,35.88332978,2.164485499,1.902199099,1.278466959,2.647132776,2.385823614,47.361319,48.05675016,49.49054118,46.2274306,46.77128236,6.741044847,6.382084995,5.759453171,7.248204125,7.047555939
1993/10/5 9:00,6.696107454,6.696107454,6.696107454,6.696107454,6.696107454,34.39658454,30.45578696,28.47264632,36.74031022,37.8390031,2.143274056,1.868438225,1.239641954,2.632446796,2.375695352,49.01764978,49.97945842,51.93512739,47.46345733,48.20507337,6.817585584,6.493393478,5.914333067,7.286832562,7.094056523
1993/10/5 12:00,6.135296697,6.135296697,6.135296697,6.135296697,6.135296697,31.41715962,27.22013644,24.588767,34.25177085,35.08128398,2.105288695,1.83113246,1.189675861,2.602737227,2.336870347,50.66987305,52.40207082,55.46192367,48.17760611,49.19938821,6.920924159,6.633810593,6.122121105,7.335713096,7.165821202
1993/10/5 15:00,6.133616365,6.133616365,6.133616365,6.133616365,6.133616365,27.02985963,22.16614921,17.87575353,31.12598962,31.26881969,2.061621375,1.794501912,1.153045313,2.557160048,2.287073059,51.52931793,54.03362611,57.97792476,48.24902099,49.39165904,6.962567238,6.707955224,6.227937393,7.347795925,7.179368616
1993/10/5 18:00,6.195788644,6.195788644,6.195788644,6.195788644,6.195788644,25.85946397,20.57304454,16.12883185,30.17562028,30.46128043,2.033048077,1.756352125,1.133970419,2.518503847,2.267154143,51.72382615,54.51155645,58.59868485,48.2709948,49.34221797,6.942148773,6.688549469,6.18894281,7.340106852,7.157765983
